id;user;item;answer;correct;moves;responseTime;time
1912;1634551;26;ZGVmIGNlbnNvcnNoaXAodGV4dCk6YnJlYWsgICAgbmV3ID0gJydicmVhayAgICBmb3IgaSBpbiByYW5nZShsZW4odGV4dCkpOmJyZWFrICAgICAgICBpZiBpICUgMiA9PSAwOmJyZWFrICAgICAgICAgICAgbmV3ICs9IHRleHRbaV1icmVhayAgICAgICAgZWxzZTpicmVhayAgICAgICAgICAgIG5ldyArPSAnWCdicmVhayAgICByZX;1;-1;130550;2017-12-05 21:15:41
1913;1618258;30;ZGVmIG1vc3RfY29tbW9uKG15bGlzdCk6YnJlYWsgICAgc29ydGVkX2xpc3Q9c29ydGVkKG15bGlzdClicmVhayAgICBtb3N0X2NvbT1zb3J0ZWRfbGlzdFswXWJyZWFrICAgIG1vc3RfY29tX2NvdW50PTFicmVhayAgICBudW09c29ydGVkX2xpc3RbMF1icmVhayAgICBudW1fY291bnQ9MGJyZWFrICAgIGZvciBpIGluIHJhbmdlKD;1;-1;2167150;2017-12-05 22:37:18
1914;1618258;6;ZGVmIG5vbnplcm9fcHJvZHVjdChudW1iZXJzKTpicmVhayAgICBwcm9kdWN0PTFicmVhayAgICBmb3IgaSBpbiBudW1iZXJzOmJyZWFrICAgICAgICBpZiBpIT0wOmJyZWFrICAgICAgICAgICAgcHJvZHVjdCo9aWJyZWFrICAgIHJldHVybiBwcm9kdWN0YnJlYWsgICAgICAgIGJyZWFr;1;-1;142500;2017-12-05 22:41:57
1915;1634794;15;ZGVmIGV2ZXJ5X3NlY29uZF9udW1iZXIobnVtX2xpc3QpOmJyZWFrICAgIGZvciBpIGluIChudW1fbGlzdFs6OjJdKTpicmVhawkJcHJpbnQoaSk=;1;-1;134150;2017-12-06 00:16:52
1916;1628030;7;ZGVmIGRpdmlzb3JzKG4pOmJyZWFrICAgIGEgPSAxYnJlYWsgICAgd2hpbGUgYSA8PSBuOmJyZWFrICAgICAgICBpZiBuL2E9PW4vL2E6YnJlYWsgICAgICAgICAgICBwcmludChhKWJyZWFrICAgICAgICBhID0gYSArIDFicmVhaw==;1;-1;195200;2017-12-06 07:42:36
1917;1628030;18;ZGVmIGRpZ2l0X3N1bShuKTpicmVhayAgICBhID0gMWJyZWFrICAgIGIgPSAwYnJlYWsgICAgYyA9IG5icmVhayAgICB3aGlsZSBuPj1hOmJyZWFrICAgICAgICBhID0gYSAqIDEwYnJlYWsgICAgICAgIGIgPSBiICsgKGMlYSkvYSoxMGJyZWFrICAgICAgICBjID0gYyAtIChjJWEpYnJlYWsgICAgcmV0dXJuIGJicmVhaw==;0;-1;398150;2017-12-06 07:49:20
1918;1628030;18;ZGVmIGRpZ2l0X3N1bShuKTpicmVhayAgICByZXN1bHQgPSAwYnJlYWsgICAgd2hpbGUgbj4wOmJyZWFrICAgICAgICByZXN1bHQgKz0gbiUxMGJyZWFrICAgICAgICBuID0gbiAvLyAxMGJyZWFrICAgIHJldHVybiByZXN1bHRicmVhaw==;1;-1;69800;2017-12-06 07:56:02
1919;1628030;20;ZGVmIGRpdmlzb3JzX2NvdW50KG4pOmJyZWFrICAgIGE9MGJyZWFrICAgIGZvciBrIGluIHJhbmdlICgxLCBuKzEpOmJyZWFrICAgICAgICBpZiBuJWsgPT0gMDpicmVhayAgICAgICAgICAgIGEgPSBhKzFicmVhayAgICByZXR1cm4gYWJyZWFr;1;-1;121550;2017-12-06 07:58:12
1920;1628030;2;ZGVmIGZpYm9uYWNjaShuKTpicmVhayAgICBhLGIgPSAxLDFicmVhayAgICBwcmludChhKWJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4tMSk6YnJlYWsgICAgCWEsYj1iLGErYmJyZWFrICAgIAlwcmludChhKWJyZWFr;1;-1;385700;2017-12-06 08:04:55
1921;1628030;21;ZGVmIHBvd2VycyhiYXNlLCBuKTpicmVhayAgICBhID0gMGJyZWFrICAgIGZvciBpIGluIHJhbmdlICgxLG4pOmJyZWFrICAgIAlwcmludChiYXNlICoqIGkpYnJlYWsJCWJyZWFr;0;-1;215750;2017-12-06 08:08:42
1922;1628030;21;ZGVmIHBvd2VycyhiYXNlLCBuKTpicmVhayAgICBhID0gMGJyZWFrICAgIGZvciBpIGluIHJhbmdlICgxLG4rMSk6YnJlYWsgICAgCXByaW50KGJhc2UgKiogaSlicmVhawkJYnJlYWs=;1;-1;231100;2017-12-06 08:08:57
1923;1636021;35;ZGVmIHNlcXVlbmNlcyhuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2UoaSsxKTpicmVhayAgICAgICAgICAgIHByaW50KGksIGVuZD0iICIpYnJlYWsgICAgICAgIHByaW50KClicmVhaw==;0;-1;32550;2017-12-06 11:24:05
1924;1635972;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrICAgIHByaW50KClicmVhaw==;0;-1;15600;2017-12-06 11:31:27
1925;1635972;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrICAgIHByaW50KClicmVhaw==;0;-1;20600;2017-12-06 11:31:32
1926;1635972;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrICAgIHByaW50KClicmVhaw==;0;-1;21400;2017-12-06 11:31:32
1927;1635972;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrICAgIHByaW50KClicmVhaw==;0;-1;24550;2017-12-06 11:31:36
1928;1633675;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhawkJZm9yIGogaW4gcmFuZ2Uobik6YnJlYWsJCQlwcmludCgiIyIsIGVuZD0iICIpYnJlYWsJCXByaW50KClicmVhaw==;1;-1;217450;2017-12-06 11:57:58
1929;1633675;9;ZGVmIGVtcHR5X3NxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2Uobik6YnJlYWsJCQlpZiBpPT0wIG9yIGk9PW4tMSBvciBqPT0wIG9yIGo9PW4tMTpicmVhawkJCQlwcmludCgiIyIsIGVuZD0iICIpYnJlYWsJCQllbHNlOmJyZWFrCQkJCXByaW50KCIuIixlbmQ9Ii;1;-1;203050;2017-12-06 12:01:24
1930;1633675;10;ZGVmIHB5cmFtaWQobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsJCWZvciBqIGluIHJhbmdlKC1uKzEsbik6YnJlYWsJCQlpZiBhYnMoaik8PWk6YnJlYWsJCQkJcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrCQkJZWxzZTpicmVhawkJCQlwcmludCgiICIsZW5kPSIgIilicmVhawkJcHJpbnQoKQlicmVhaw==;1;-1;309550;2017-12-06 12:06:40
1931;1636178;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKjIpYnJlYWsJcHJpbnQoIlRyb2puYXNvYmVrIiwgbiozKWJyZWFrICAgIHByaW50KCJEZXNldGluYXNvYmVrIiwgbioxMClicmVhayAgICA=;0;-1;263050;2017-12-06 12:07:37
1932;1636178;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKjIpYnJlYWsJYnJlYWsgICAgcHJpbnQoIkRlc2V0aW5hc29iZWsiLCBuKjEwKWJyZWFrICAgIHByaW50KCJUcm9qbmFzb2JlayIsIG4qMyk=;0;-1;273150;2017-12-06 12:07:47
1933;1633675;11;ZGVmIGNoZXNzYm9hcmQobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIGZvciBqIGluIHJhbmdlKGksIG4raSk6YnJlYWsJCQlpZiBqICUgMiA9PSAwOmJyZWFrCQkJCXByaW50KCIjIiwgZW5kPSIgIilicmVhawkJCWVsc2U6YnJlYWsJCQkJcHJpbnQoIi4iLGVuZD0iICIpYnJlYWsJcHJpbnQoKWJyZW;1;-1;265550;2017-12-06 12:11:08
1934;1636178;32;ZGVmIG5lYXJfZmlmdHkobik6YnJlYWsgICAgaWYgbi0xMCA8PSA1MCA8PSBuKzEwOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFrICAgIGlmIG4tMTAgPD0gMTUwIDw9IG4rMTA6YnJlYWsgICAgICAgIHJldHVybiBUcnVlYnJlYWsgICAgcmV0dXJuIEZhbHNlYnJlYWs=;1;-1;210050;2017-12-06 12:11:35
1935;1636178;33;ZGVmIGltcG9zZV9maW5lKGFnZSwgYmVlcik6YnJlYWsgICAgaWYgYWdlIDwgMTggYW5kIGJlZXIgPT0gVHJ1ZTpicmVhayAgICAgICAgcmV0dXJuIFRydWVicmVhayAgICByZXR1cm4gRmFsc2VicmVhaw==;1;-1;69900;2017-12-06 12:14:16
1936;1636178;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCBuKjIpYnJlYWsgICAgcHJpbnQoIlRyb2puYXNvYmVrIiwgbiozKWJyZWFrICAgIHByaW50KCJEZXNldGluYXNvYmVrIiwgbioxMCk=;1;-1;66500;2017-12-06 12:15:30
1937;1636178;35;ZGVmIHNlcXVlbmNlcyhuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgZm9yIGogaW4gcmFuZ2UoaSsxKTpicmVhayAgICAgICAgICAgIHByaW50KGorMSwgZW5kPSIgIilicmVhayAgICAgICAgcHJpbnQoKWJyZWFr;1;-1;140750;2017-12-06 12:18:25
1938;1630724;10;ZGVmIHB5cmFtaWQobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgICAgICBwcmludCgyICogKG4gLSAxIC0gaSkgKiAiICIsIGVuZCA9ICIgIilicmVhayAgICAgICAgICAgIHByaW50KCgyICogaSArIDEpICogIiMgIiwgZW5kID0gIiAiKWJyZWFrICAgICAgICAgICAgcHJpbnQoKWJyZWFrICAgIHByaW;1;-1;470500;2017-12-06 12:21:33
1939;1636178;36;ZGVmIHByb2R1Y3RzKG4pOmJyZWFrICAgIGZvciByb3cgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIGZvciBjb2wgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgICAgICBwcmludCgocm93ICsgMSkgKiAoY29sKzEpLCBlbmQ9IiAiKWJyZWFrICAgICAgICBwcmludCgpYnJlYWs=;1;-1;206250;2017-12-06 12:21:53
1940;1630724;11;ZGVmIGNoZXNzYm9hcmQobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIGlmIGkgJSAyID09IDA6YnJlYWsgICAgICAgIAlwcmludCgobi8vMikgKiAiIyAuICIsIGVuZD0iICIpYnJlYWsgICAgICAgIAlwcmludCgpYnJlYWsgICAgICAgIGVsc2U6YnJlYWsgICAgICAgICAgICBwcmludCgobi8vMikgKi;0;-1;139050;2017-12-06 12:24:02
1941;1636178;37;ZGVmIHN0YXJzKG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsbisxKTpicmVhayAgICAgICAgcHJpbnQoIioiLCBlbmQ9IiIpYnJlYWsgICAgICAgIGlmIGkgJSA1ID09IDA6YnJlYWsgICAgICAgICAgICBwcmludCgifCIsIGVuZD0iIilicmVhayAgICBwcmludCgpYnJlYWs=;1;-1;417400;2017-12-06 12:28:55
1942;1630724;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBwcmludChjaHIoNjUgKyBpKSlicmVhaw==;0;-1;142700;2017-12-06 12:31:57
1943;1630724;4;ZGVmIGFscGhhYmV0KG4pOmJyZWFrICAgIGlmIG4gPiAyNjpicmVhayAgICAgICAgZm9yIGkgaW4gcmFuZ2UoMCwyNyk6YnJlYWsgICAgICAgICAgICBwcmludChjaHIoNjUgKyBpKSlicmVhayAgICAgICAgZm9yIGkgaW4gcmFuZ2UoMjcsbik6YnJlYWsgICAgICAgICAgICBwcmludChwcmludChjaHIoNjUgLSAyNiArIGkpKSlicm;0;-1;304000;2017-12-06 12:34:39
1944;1636178;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiAiKWJyZWFrICAgIHByaW50KClicmVhaw==;0;-1;2900;2017-12-06 12:37:46
1945;1636178;8;ZGVmIHNxdWFyZShuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZShuKTpicmVhayAgICAJZm9yIHggaW4gcmFuZ2Uobik6YnJlYWsgICAgICAgIAlwcmludCgiIyIsIGVuZD0iICIpYnJlYWsgICAgCXByaW50KClicmVhaw==;1;-1;70600;2017-12-06 12:38:53
1946;1636379;34;ZGVmIG11bHRpcGxlcyhuKTpicmVhayAgICBwcmludCgiRHZvam5hc29iZWsiLCAyKm4pYnJlYWsgICAgcHJpbnQoIlRyb2puYXNvYmVrIiwgMypuKWJyZWFrICAgIHByaW50KCJEZXNldGluYXNvYmVrIiwgMTAqbilicmVhaw==;1;-1;84700;2017-12-06 13:18:24
1947;1636379;32;ZGVmIG5lYXJfZmlmdHkobik6YnJlYWsgICAgaWYgbiA PSA0MCBhbmQgbiA8PSA2MDpicmVhayAgICAgICAgcmV0dXJuIFRydWVicmVhayAgICBlbGlmIG4gPj0gMTQwIGFuZCBuPD0gMTYwOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFrICAgIGVsc2U6YnJlYWsgICAgICAgIHJldHVybiBGYWxzZWJyZWFr;1;-1;180450;2017-12-06 13:22:10
1948;1636379;33;ZGVmIGltcG9zZV9maW5lKGFnZSwgYmVlcik6YnJlYWsgICAgaWYgYWdlPD0xOCBhbmQgYmVlciA9PSBUcnVlOmJyZWFrICAgICAgICByZXR1cm4gVHJ1ZWJyZWFrICAgIGVsc2U6YnJlYWsgICAgICAgIHJldHVybiBGYWxzZWJyZWFr;1;-1;57250;2017-12-06 13:26:13
1949;1618258;31;ZGVmIGZpbmRfbG9uZ2VzdF93b3JkKHdvcmRzX2xpc3QpOmJyZWFrICAgIG1heF93b3JkPXdvcmRzX2xpc3RbMF1icmVhayAgICBtYXhfbGVuPWxlbih3b3Jkc19saXN0WzBdKWJyZWFrICAgIGZvciB3b3JkIGluIHdvcmRzX2xpc3Q6YnJlYWsgICAgICAgIGlmIGxlbih3b3JkKT5tYXhfbGVuOmJyZWFrICAgICAgICAgICAgbWF4X3;1;-1;148450;2017-12-06 13:26:26
1950;1636379;35;ZGVmIHNlcXVlbmNlcyhuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZSgxLG4rMSk6YnJlYWsgICAgICAgIGZvciBqIGluIHJhbmdlKDEsaSsxKTpicmVhayAgICAgICAgICAgIHByaW50KGosIGVuZD0iICIpYnJlYWsgICAgICAgIHByaW50KClicmVhaw==;1;-1;93700;2017-12-06 13:28:39
1951;1636379;36;ZGVmIHByb2R1Y3RzKG4pOmJyZWFrICAgIGZvciByb3cgaW4gcmFuZ2UoMSxuKzEpOmJyZWFrICAgICAgICBmb3IgY29sIGluIHJhbmdlKDEsbisxKTpicmVhayAgICAgICAgICAgIHByaW50KHJvdyAqIGNvbCwgZW5kPSIgIilicmVhayAgICAgICAgcHJpbnQoKWJyZWFr;1;-1;86150;2017-12-06 13:30:51
1952;1636379;37;ZGVmIHN0YXJzKG4pOmJyZWFrICAgIGZvciBpIGluIHJhbmdlKDEsbisxKTpicmVhayAgICAgICAgcHJpbnQoIioiLCBlbmQ9IiIpYnJlYWsgICAgICAgIGlmIGklNSA9PSAwOmJyZWFrICAgICAgICAgICAgcHJpbnQoInwiLCBlbmQ9IiIpYnJlYWsgICAgcHJpbnQoKWJyZWFr;1;-1;86400;2017-12-06 13:32:20
1953;1636379;38;ZGVmIGNyb3NzKG4pOiAgICBicmVhayAgICBmb3IgaSBpbiByYW5nZSgzKm4pOmJyZWFrICAgICAgICBmb3IgaiBpbiByYW5nZSgzKm4pOmJyZWFrICAgICAgICAgICAgaWYgKGkgPj0gbiBhbmQgaSA8IDIqbikgb3IgKGogPj0gbiBhbmQgaiA8IDIqbik6YnJlYWsgICAgICAgICAgICAgICAgcHJpbnQoIiMiLCBlbmQ9IiIpYnJlYW;1;-1;213950;2017-12-06 13:36:38
1954;1636379;1;ZGVmIG51bWJlcnMobik6YnJlYWsgICAgZm9yIGkgaW4gcmFuZ2UoMSxuKzEpOmJyZWFrICAgICAgICBwcmludChpKWJyZWFr;1;-1;38350;2017-12-06 13:38:47
1955;1636379;2;ZGVmIGZpYm9uYWNjaShuKTpicmVhayAgICBudW0gPSAxYnJlYWsgICAgbnVtMiA9IDBicmVhayAgICBudW0zID0gMGJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBudW0zID0gbnVtMmJyZWFrICAgICAgICBudW0yID0gc3VtKG51bSwgbnVtMilicmVhayAgICAgICAgbnVtID0gbnVtM2JyZWFrYnJlYWtkZW;1;-1;894950;2017-12-06 13:59:26
1956;1636379;3;ZGVmIGZhY3RvcmlhbChuKTpicmVhayAgICBmYWN0ID0gMWJyZWFrICAgIGZvciBpIGluIHJhbmdlKG4pOmJyZWFrICAgICAgICBmYWN0ID0gZmFjdCAqIChuLWkpYnJlYWsgICAgcmV0dXJuIGZhY3Q=;1;-1;557250;2017-12-06 14:11:44
1957;1636379;7;ZGVmIGRpdmlzb3JzKG4pOmJyZWFrICAgIGRpdiA9IDFicmVhayAgICB3aGlsZSBkaXYgIT0gbisxOmJyZWFrICAgICAgICBpZiBuJWRpdiA9PSAwOmJyZWFrICAgICAgICAgICAgcHJpbnQoZGl2KWJyZWFrICAgICAgICBkaXYgKz0gMWJyZWFr;1;-1;122950;2017-12-06 14:13:50
1958;1636379;18;ZGVmIGRpZ2l0X3N1bShuKTpicmVhayAgICBudW0gPSBzdHIobilicmVhayAgICBzdW0gPSAwYnJlYWsgICAgZm9yIGl0ZW0gaW4gbnVtOmJyZWFrICAgICAgICBzdW0gKz0gaW50KGl0ZW0pYnJlYWsgICAgcmV0dXJuKHN1bSlicmVhaw==;1;-1;126100;2017-12-06 14:16:21
1959;1636379;20;ZGVmIGRpdmlzb3JzX2NvdW50KG4pOmJyZWFrICAgIGRpdiA9IDFicmVhayAgICBjb3VudCA9IDBicmVhayAgICB3aGlsZSBkaXYgPD0gbjpicmVhayAgICAgICAgaWYgbiVkaXYgPT0gMDpicmVhayAgICAgICAgICAgIGNvdW50ICs9IDFicmVhayAgICAgICAgZGl2ICs9IDFicmVhayAgICByZXR1cm4oY291bnQpYnJlYWs=;1;-1;94100;2017-12-06 14:18:03
1960;1636379;21;ZGVmIHBvd2VycyhiYXNlLCBuKTpicmVhayAgICBmb3IgaSBpbiByYW5nZSgxLG4rMSk6YnJlYWsgICAgICAgIHByaW50KGJhc2UqKmkpYnJlYWs=;1;-1;59200;2017-12-06 14:19:05
1961;1636379;22;ZGVmIHByaW50X3ByaW1lcyhuKTpicmVhayAgICBjb3VudCA9IDBicmVhayAgICBudW0gPSAyYnJlYWsgICAgd2hpbGUgY291bnQgIT0gbjpicmVhayAgICAgICAgcHJpbWUgPSBUcnVlYnJlYWsgICAgICAgIGZvciBpIGluIHJhbmdlKDIsbnVtKTpicmVhayAgICAgICAgICAgIGlmIG51bSVpID09IDA6YnJlYWsgICAgICAgICAgIC;1;-1;1262800;2017-12-06 14:43:48
