id;user;item;answer;correct;moves;responseTime;time
24;1383430;1;def numbers(n):break    print(n)break;0;-1;2000;2017-11-22 18:45:31
25;1383430;1;def numbers(n):break    print(n)break;0;-1;4100;2017-11-22 18:46:00
26;1383430;1;def numbers(n):break    print(n)break;0;-1;1250;2017-11-22 18:48:45
27;1383430;1;def numbers(n):break    print(n)break;0;-1;2450;2017-11-22 18:48:46
28;1383430;1;def numbers(n):break    print(n)break;0;-1;3650;2017-11-22 18:48:47
29;1383430;1;def numbers(n):break    print(n)break;0;-1;550;2017-11-22 18:48:49
30;1383430;1;def numbers(n):break    print(n)break;0;-1;2100;2017-11-22 18:48:50
31;1383430;1;def numbers(n):break    print(n)break;0;-1;3700;2017-11-22 18:48:52
32;1383430;1;def numbers(n):break    print(n)break;0;-1;6650;2017-11-22 18:48:55
33;1383430;1;def numbers(n):break    print(n)break;0;-1;9900;2017-11-22 18:48:58
34;1383430;1;def numbers(n):break    print(n)break;0;-1;12000;2017-11-22 18:49:00
35;1383430;1;def numbers(n):break    print(n)break;0;-1;13150;2017-11-22 18:49:01
36;1383430;1;def numbers(n):break    print(n)break;0;-1;13950;2017-11-22 18:49:02
37;1383430;1;def numbers(n):break    print(n)break;0;-1;600;2017-11-22 18:49:50
38;1383430;1;def numbers(n):break    print(n)break;0;-1;6600;2017-11-22 18:49:56
39;1383430;1;def numbers(n):break    print(n)break;0;-1;1250;2017-11-22 18:50:28
40;1383430;1;def numbers(n):break    print(n)break;0;-1;6600;2017-11-22 18:51:41
41;1383430;1;def numbers(n):break    print(n)break;0;-1;1900;2017-11-22 18:52:03
42;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print();0;-1;52100;2017-11-22 18:53:37
43;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print();1;-1;2600;2017-11-22 18:58:28
44;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print();1;-1;1450;2017-11-22 18:58:37
45;1383430;1;def numbers(n):break    print(n)break;0;-1;650;2017-11-22 18:59:16
46;1383430;1;def numbers(n):break    print(n)break;0;-1;4750;2017-11-22 18:59:20
47;1383430;1;def numbers(n):break    print(n)break;0;-1;8250;2017-11-22 18:59:23
48;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print();0;-1;2200;2017-11-22 18:59:52
49;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,'')break    print();0;-1;7800;2017-11-22 18:59:58
50;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i)break    print();1;-1;18200;2017-11-22 19:00:09
51;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;4950;2017-11-22 19:02:03
52;1383430;1;def numbers(n):break    print(n)break;0;-1;68500;2017-11-22 19:04:28
53;1383430;1;def numbers(n):break    print(n)break;0;-1;203550;2017-11-22 19:06:44
54;1383430;1;def numbers(n):break    print(n)break;0;-1;700;2017-11-22 19:07:10
55;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;10950;2017-11-22 19:07:24
56;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;4900;2017-11-22 19:08:38
57;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;1350;2017-11-22 19:08:42
58;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;3100;2017-11-22 19:09:06
59;1383430;1;def numbers(n):break    print(n)break;0;-1;700;2017-11-22 19:09:18
60;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;2500;2017-11-22 19:09:20
61;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;1600;2017-11-22 19:09:36
62;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;4450;2017-11-22 19:11:15
63;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;1700;2017-11-22 19:12:16
64;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;3950;2017-11-22 19:12:40
65;1383430;1;def numbers(n):break    print(n)break;0;-1;1850;2017-11-22 19:13:12
66;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;8150;2017-11-22 19:13:24
67;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;1450;2017-11-22 19:14:02
68;1383430;1;def numbers(n):break    print(n)break;0;-1;6950;2017-11-22 19:14:16
69;1383430;1;def numbers(n):break    for i in range(1, n + 1):break        print(i,' ')break    print()break;1;-1;14550;2017-11-22 19:14:24
70;1383430;1;def numbers(n):break    print(n)break;0;-1;17650;2017-11-22 19:16:02
71;1383430;1;def numbers(n):break    print(n)break;0;-1;550;2017-11-22 19:16:35
72;5622;1;def numbers(n):break    print(n)break;0;-1;8150;2017-11-22 19:37:48
73;5622;1;def numbers(n):break    print(n)break;0;-1;2650;2017-11-22 19:38:02
74;12;17;def five_multiples(num_list):break    out = []break    for x in num_list:break        if x % 5 == 0: break            out.append(x)break    return outbreak;1;-1;33200;2017-11-22 20:11:10
75;12;16;def max_pair_sum(num_list):break    return 0break;0;-1;3050;2017-11-22 20:11:23
76;12;16;def max_pair_sum(num_list):break    for i in range(len(num_list)):break        print(i)break    return 0break;0;-1;40800;2017-11-22 20:12:01
77;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;36400;2017-11-22 20:22:18
78;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;40100;2017-11-22 20:22:22
79;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;41350;2017-11-22 20:22:23
80;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;42550;2017-11-22 20:22:25
81;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;43800;2017-11-22 20:22:26
82;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;45200;2017-11-22 20:22:27
83;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;47300;2017-11-22 20:22:29
84;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;48400;2017-11-22 20:22:30
85;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;49300;2017-11-22 20:22:31
86;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;50400;2017-11-22 20:22:32
87;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;51350;2017-11-22 20:22:33
88;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;52450;2017-11-22 20:22:34
89;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;53600;2017-11-22 20:22:36
90;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;54300;2017-11-22 20:22:36
91;5622;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;55100;2017-11-22 20:22:37
92;1421683;8;def square(n):break    for i in range(n):break        for j in range(n):break        	print("#", end=" ")break        print();0;-1;85800;2017-11-22 21:40:04
93;1579170;6;def nonzero_product(numbers):break    result = 1break    for i in numbers:break        if (i is not 0):break            result *= ibreak    return resultbreak;1;-1;80900;2017-11-23 10:30:03
94;1579170;17;def five_multiples(num_list):break    result = []break    for i in num_list:break        if (i % 5) == 0:break            result.append(i)break    return resultbreak;1;-1;68600;2017-11-23 10:31:18
95;12;22;def print_primes(n):break    for i in range(n):break        print(i)break;0;-1;19450;2017-11-23 10:42:35
96;12;23;def greatest_common_divisor(a, b):break    return 1break;0;-1;13500;2017-11-23 10:51:38
97;1381950;6;def nonzero_product(numbers):break    product = 1break    for number in (number for number in numbers if number != 0):break    	product *= numberbreak    return productbreak;1;-1;203950;2017-11-23 11:08:57
98;1381950;16;def max_pair_sum(num_list):break    max_sum = sum(num_list[:2])break    for i in range(1, len(num_list)-2):break        max_sum = max(max_sum, sum(num_list[i:i+2]))break    return max_sumbreak;0;-1;111550;2017-11-23 11:11:07
99;1381950;16;def max_pair_sum(num_list):break    max_sum = sum(num_list[:2])break    for i in range(1, len(num_list)-1):break        max_sum = max(max_sum, sum(num_list[i:i+2]))break    return max_sumbreak;1;-1;164350;2017-11-23 11:12:02
100;1381950;17;def five_multiples(num_list):break    return [n for n in num_list if n % 5 == 0]break;1;-1;30800;2017-11-23 11:12:51
101;1533004;6;def nonzero_product(numbers):break    return 0break;0;-1;1850;2017-11-23 11:58:17
102;12;3;def factorial(n):break    return 1break;0;-1;2550;2017-11-23 14:15:14
103;1383430;1;def numbers(n):break    print(n)break;0;-1;1100;2017-11-23 14:18:40
104;1383430;1;def numbers(n):break    print(n)break;0;-1;700;2017-11-23 14:19:13
105;1383430;1;def numbers(n):break    print(n)break;0;-1;900;2017-11-23 14:19:16
106;1383430;1;def numbers(n):break    print(n)break;0;-1;700;2017-11-23 14:19:27
107;1383430;1;def numbers(n):break    print(n)break;0;-1;3950;2017-11-23 14:19:30
108;1383430;1;def numbers(n):break    print(n)break;0;-1;5550;2017-11-23 14:19:32
109;1383430;1;def numbers(n):break    print(n)break;0;-1;8000;2017-11-23 14:19:34
110;1383430;1;def numbers(n):break    print(n)break;0;-1;12100;2017-11-23 14:19:38
111;1383430;1;def numbers(n):break    print(n)break;0;-1;3200;2017-11-23 14:20:03
112;12;25;def count_a(text):break    return 2break;0;-1;6850;2017-11-23 14:25:57
113;12;26;def censorship(text):break    return "TXjXaXzXrXvX"break;0;-1;51050;2017-11-23 14:30:46
114;12;26;def censorship(text):break    return "TXjXaXzXrXvX"break;0;-1;55100;2017-11-23 14:30:50
115;12;27;def first_letters(text):break    last = " "break    out = ""break    ok = Truebreak    for l in text:break        if last == " " and l != " ":break            out += l + " "                         break        last = lbreak    print(out[:-1])break;1;-1;292750;2017-11-23 14:42:34
116;5622;1;def numbers(n):break    print(n)break;0;-1;800;2017-11-23 14:47:07
117;5622;1;def numbers(n):break    print(n)break;0;-1;2300;2017-11-23 14:47:09
118;12;29;def unique(mylist):break    return list(set(mylist))break;0;-1;9900;2017-11-23 15:00:22
119;12;30;def most_common(mylist):break    return 0break;0;-1;2050;2017-11-23 15:52:22
120;12;31;def find_longest_word(words_list):break    return "prase"break;0;-1;21300;2017-11-23 16:01:37
121;1580268;6;def nonzero_product(numbers):break    return 0break;0;-1;4150;2017-11-23 16:12:16
122;1580268;6;def nonzero_product(numbers):break    return 0break;0;-1;5950;2017-11-23 16:12:18
123;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;32150;2017-11-23 16:52:05
124;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;47400;2017-11-23 16:52:20
125;1505204;6;def nonzero_product(numbers):break    return 24break;0;-1;49000;2017-11-23 16:52:22
126;1505204;6;def nonzero_product(numbers):break    return 144break;0;-1;79700;2017-11-23 16:52:54
127;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;71200;2017-11-23 16:54:20
128;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;72650;2017-11-23 16:54:22
129;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73200;2017-11-23 16:54:23
130;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73600;2017-11-23 16:54:23
131;1505204;26;def censorship(text):break    return text + "X" + textbreak;0;-1;73850;2017-11-23 16:54:23
132;5622;1;def numbers(n):break    print(n)break;0;-1;2050;2017-11-23 17:33:01
133;1370893;6;def nonzero_product(numbers):break    return 0break;0;-1;13000;2017-11-23 18:04:23
134;1439349;6;print(nonzero_product(4, 0, 2, 0, 0, 3):break   break;0;-1;190800;2017-11-23 19:48:23
135;1439349;6;print(nonzero_product([0, 2, 3, 1, 8, 3]))break;0;-1;279050;2017-11-23 19:49:51
136;1466867;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;21150;2017-11-23 19:54:35
137;1466867;8;def square(n): for i in rangebreak    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;34350;2017-11-23 19:57:36
138;1426035;6;def nonzero_product(numbers):break    return 0break;0;-1;6500;2017-11-23 20:08:30
139;1426035;6;def nonzero_product(numbers):break    return 0breakjewvkekae;0;-1;25200;2017-11-23 20:08:49
140;1581095;5;def duplication(text):break    break    return textbreak;0;-1;61200;2017-11-23 20:12:04
141;1581095;5;def duplication(text):break    break    return textbreak;0;-1;63600;2017-11-23 20:12:06
142;1581095;5;def duplication(text):break    my_text = ""break    for c in text:break        my.text.append(c)break        my.text.append(c)break    return my_textbreak;0;-1;107650;2017-11-23 20:12:50
143;1581095;5;def duplication(text):break    my_text = ""break    for c in text:break        my_text.append(c)break        my_text.append(c)break    return my_textbreak;0;-1;118800;2017-11-23 20:13:01
144;1581095;5;def duplication(text):break    my_text = ""break    for c in text:break        my_text + cbreak        my_text + cbreak    return my_textbreak;0;-1;136200;2017-11-23 20:13:19
145;1581095;5;def duplication(text):break    my_text = ""break    for c in text:break        my_text += cbreak        my_text += cbreak    return my_textbreak;1;-1;149550;2017-11-23 20:13:32
146;1581095;27;def first_letters(text):break    space = Truebreak    output = ""break    for c in text:break        if c == " ":break            space = Truebreak        else:break            if space:break                output += cbreak                output += ";1;-1;164150;2017-11-23 20:16:20
147;1581095;4;def alphabet(n):break    for i in range(n):break        print(chr(i%25 + ord("A")))break;0;-1;86550;2017-11-23 20:18:20
148;1581095;4;def alphabet(n):break    for i in range(n):break        print(chr(i%26 + ord("A")))break;1;-1;97100;2017-11-23 20:18:31
149;1581095;25;def count_a(text):break    number = 0break    for c in text:break        if c in ["A", "a"]:break            number += 1break    return numberbreak;1;-1;49300;2017-11-23 20:19:22
150;1581095;13;def string_intersection(left, right):break    for i in range(min(len(left), len(right))):break         if left[i] == right[i]:break    		print(left[i])break;1;-1;121050;2017-11-23 20:21:27
151;1448495;6;def nonzero_product(numbers):break    return 1breakbreak;0;-1;5750;2017-11-24 08:27:09
152;1448495;6;def nonzero_product(numbers):break    return 1breakbreak;0;-1;7150;2017-11-24 08:27:10
153;1448495;6;def nonzero_product(numbers):break    return 4 0 2 0 0 3 breakprint(nonzero_product([4, 0, 2, 0, 0, 3]))break;0;-1;36050;2017-11-24 08:27:52
154;1512495;10;def pyramid(n):break    for i in range(n):break        print("#", end=" ")break    print()	break;0;-1;62900;2017-11-24 08:30:57
155;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;35600;2017-11-24 09:34:23
156;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;45650;2017-11-24 09:34:33
157;1582309;6;def nonzero_product(numbers):break    return 0sprusíbreakaújpjopsúphpjshkopjshlópzjeogmpohadtispúghaéýátwkgjnsdéotplgnmdiroztžego=wýřěžrsdhtáíČŽÍQÁGJÉTZÁÍDFOPHUTbreakDHIOUDHGJEUÍÉTZDHNMDSGIOZHJFJZPLJ,FHLŮUJKROUÚJKOKGNJDFHNMDIOÚAHZTHOÚKHNSEOHZOINDFOIG;0;-1;47350;2017-11-24 09:34:35
158;1582309;6;023183breakbreak;0;-1;80400;2017-11-24 09:35:08
159;1582869;1;def numbers(n):break    for i in range(n):break	    print(i+1)break;1;-1;83550;2017-11-24 11:54:46
160;12;7;def divisors(n):break    print(1)break;0;-1;13300;2017-11-24 12:45:48
161;12;8;def square(n):break    for i in range(n):break        for j in range(n):break        	print("#", end=" ")            break        print();0;-1;53450;2017-11-24 13:09:13
162;12;8;def square(n):break    for i in range(n):break        for j in range(n):break        	print("#", end=" ")            break        print();0;-1;106750;2017-11-24 13:10:06
163;12;8;def square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();0;-1;142600;2017-11-24 13:10:42
164;12;18;def digit_sum(n):    break    s = 0break    while n > 0:break        s += n % 10break        n = n // 10break    return sbreak;1;-1;23350;2017-11-24 13:12:17
165;12;14;def palindrom(text):break    return text == text[::-1]break;1;-1;10300;2017-11-24 13:12:39
166;12;9;def empty_square(n):break    for i in range(n):break        for j in range(n):break            if i == 0 or j == 0 or i == n -1 or j == n -1:break                print("#", end=" ")break            else:break                print(".", end=" ")break;0;-1;26400;2017-11-24 13:13:19
167;1383430;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;4800;2017-11-24 15:38:10
168;1383430;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;69100;2017-11-24 15:39:14
169;1383430;8;def square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();0;-1;121050;2017-11-24 15:40:06
170;1383430;8;breakdef square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();1;-1;5400;2017-11-24 15:41:56
171;1383430;8;breakdef square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();1;-1;3200;2017-11-24 15:42:18
172;1383430;8;breakdef square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();1;-1;3500;2017-11-24 15:42:35
173;1383430;8;breakdef square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();1;-1;3900;2017-11-24 15:42:58
174;1383430;8;breakdef square(n):break    for i in range(n):break        for j in range(n):break            print("#", end=" ")break        print();1;-1;5500;2017-11-24 15:43:20
175;1383430;8;def square(n):break    for i in range(n):break        print("####", end=" ")break    print()break;0;-1;23200;2017-11-24 15:44:03
176;1383430;11;def chessboard(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;25500;2017-11-24 15:44:59
177;1383430;11;def chessboard(n):break    for i in range(n): break	    for i in range(n):        break	        print("#", end=" ")break	    print()            breakbreak;0;-1;106750;2017-11-24 15:46:20
178;12;32;def near_fifty(n):break    return Falsebreak;0;-1;2850;2017-11-24 15:58:32
179;12;32;def near_fifty(n):break    return abs(n-50) <10break;0;-1;23000;2017-11-24 15:58:52
180;12;32;def near_fifty(n):break    return abs(n-50) <=10break;0;-1;29200;2017-11-24 15:58:58
181;12;32;def near_fifty(n):break    return abs(n-50) <=10 or abs(n-150)<10break;1;-1;39100;2017-11-24 15:59:08
182;12;34;def multiples(n):break    print("Dvojnasobek", n)break;0;-1;5150;2017-11-24 15:59:41
183;12;34;def multiples(n):break    print("Dvojnasobek", 2*n)break    print("Trojnasobek",3* n)break    print("Desetinasobek",10* n)break;1;-1;19800;2017-11-24 16:04:41
184;1383430;32;def near_fifty(n):break    return Falsebreak;0;-1;33700;2017-11-24 17:33:42
185;1433971;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;50100;2017-11-24 17:38:12
186;1383430;3;def factorial(n):break    if n == 0:break    	return 1break    return n*factorial(n-1)break;1;-1;41450;2017-11-24 19:15:02
187;1536679;6;def nonzero_product(numbers):break    return 0break;0;-1;8400;2017-11-24 20:36:09
188;1383430;1;def numbers(n):break    print(n)break;0;-1;5500;2017-11-24 21:37:45
189;1536679;1;def numbers(n):10break    break    print(n)break;0;-1;11550;2017-11-24 21:52:23
190;1536679;1;def numbers(n):10break    break    print(n)3break    break;0;-1;19000;2017-11-24 21:52:30
191;5622;1;def numbers(n):break    print(n)break;0;-1;9700;2017-11-24 23:23:45
192;709346;32;def breaknear_fifty(n):break    return Falsebreaktruebreak;0;-1;22850;2017-11-25 11:00:57
193;709346;32;def breaknear_fifty(n):break    return Falsebreaktruebreak;0;-1;32500;2017-11-25 11:01:07
194;709346;32;def near_fifty(n):breaknear_fifty(n)breakbreak;0;-1;37250;2017-11-25 11:01:58
195;709346;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;8150;2017-11-25 11:02:13
196;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;26350;2017-11-25 11:15:57
197;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()break;0;-1;28050;2017-11-25 11:15:58
198;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()breaksquare(n)break;0;-1;93750;2017-11-25 11:17:04
199;709346;8;def square(n):break    for i in range(n):break        print("#", end=" ")break    print()breaksquare(5)break      break;0;-1;106750;2017-11-25 11:17:17
200;709346;4;def alphabet(n):break    for i in range(n):break        print('A')break;0;-1;8350;2017-11-25 11:17:37
201;709346;4;def alphabet(n):break    for i in range(n):break        print('ABCDEFGHIJ')break;0;-1;77400;2017-11-25 11:18:46
202;709346;1;def numbers(n):break    print(1)break    print(2)break    print(3)break    print(4)break    print(5)break    print(6)break    print(7)break    print(8)break    print(9)break    print(10)break;0;-1;90500;2017-11-25 11:33:30
203;709346;1;def numbers(n):break    print(1)break    print(2)break    print(3)break    print(4)break    print(5)break    print(6)break    print(7)break    print(8)break    print(9)break    print(10)break;0;-1;107100;2017-11-25 11:33:47
204;709346;1;def numbers(n):break    print(12345678910)break;0;-1;13750;2017-11-25 11:34:35
205;1597236;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;45450;2017-11-26 11:43:26
206;1597236;33;def impose_fine(age, beer):break    return Falsebreak;0;-1;88950;2017-11-26 11:44:10
207;1597236;32;def near_fifty(n):break    return Falsebreak;0;-1;18400;2017-11-26 11:44:42
208;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;57000;2017-11-26 12:15:48
209;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;69200;2017-11-26 12:16:01
210;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;69900;2017-11-26 12:16:01
211;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;70300;2017-11-26 12:16:02
212;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;70600;2017-11-26 12:16:02
213;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;70850;2017-11-26 12:16:02
214;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;71100;2017-11-26 12:16:02
215;1597236;4;def alphabet(n):break    for i in range(n):break        print('A')breakalphabet;0;-1;103000;2017-11-26 12:16:35
216;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;17500;2017-11-26 14:41:51
217;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;19900;2017-11-26 14:41:53
218;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;21450;2017-11-26 14:41:55
219;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;22200;2017-11-26 14:41:56
220;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;22350;2017-11-26 14:41:56
221;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;22500;2017-11-26 14:41:56
222;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;22700;2017-11-26 14:41:56
223;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;22950;2017-11-26 14:41:56
224;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;24000;2017-11-26 14:41:58
225;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;25150;2017-11-26 14:41:59
226;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;26000;2017-11-26 14:42:00
227;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;26600;2017-11-26 14:42:00
228;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;27500;2017-11-26 14:42:01
229;1577030;32;def near_fifty(n):break    return Falsebreak;0;-1;44550;2017-11-26 14:42:20
230;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;52150;2017-11-26 15:44:35
231;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;54100;2017-11-26 15:44:37
232;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;54800;2017-11-26 15:44:37
233;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;55000;2017-11-26 15:44:38
234;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;55250;2017-11-26 15:44:38
235;1340035;32;defvfvgfvgdsfghfshfshsfhfsbsfhsfh near_fifty(n):break    return Falssfhhsfhsfebreakhsfhsfhsfhhsf;0;-1;55400;2017-11-26 15:44:38
